Poem Name,Word Type,Word,POS_Tag
sggk,Noun,impurity,ENTITY_nouny
sggk,General Word,",",PUNCTUATION
sggk,General Word,that,FUNC_determiner
sggk,General Word,their,ENTITY_possessive
sggk,General Word,pleasant,MODIFIER
sggk,Noun,occupation,ENTITY_nouny
sggk,Verb,surpassed,ACTION_verb
sggk,General Word,the,FUNC_determiner
sggk,Noun,pleasure,ENTITY_noun
sggk,General Word,of,FUNC_inner
sggk,General Word,any,QUANTIFIER
sggk,Noun,nobleman,ENTITY_nouny
sggk,General Word,there,LOCATION
sggk,General Word,",",PUNCTUATION
sggk,General Word,in,RANGE_locality
sggk,Noun,truth,ENTITY_noun
sggk,General Word,.,PUNCTUATION
sggk,General Word,Trumpets,ENTITY_oov
sggk,General Word,",",PUNCTUATION
sggk,General Word,kettledrums,ENTITY_oov
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,General Word,much,QUANTIFIER
sggk,Noun,piping,ENTITY_nouny
sggk,General Word,were,AUX
sggk,General Word,present,MODIFIER
sggk,General Word,there,LOCATION
sggk,General Word,.,PUNCTUATION
sggk,General Word,Each,QUANTIFIER
sggk,Noun,man,ENTITY_nouny
sggk,Verb,attended,ACTION_verb
sggk,General Word,to,FUNC_inner
sggk,General Word,his own,MODIFIER
sggk,Noun,pleasure,ENTITY_noun
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,General Word,those,FUNC_determiner
sggk,General Word,two,ENTITY_num
sggk,General Word,attended,MODIFIER
sggk,General Word,to,FUNC_inner
sggk,Pronoun,theirs,ENTITY_pronoun
sggk,General Word,.,PUNCTUATION
sggk,General Word,10,ENTITY_num
sggk,Noun,Sir,ENTITY_noun
sggk,Person,Gawain,ENTITY_person
sggk,General Word,and,FUNC_conjunction
sggk,General Word,the,FUNC_determiner
sggk,General Word,Green,MODIFIER
sggk,Noun,Knight,ENTITY_noun
sggk,Verb,lines,ACTION_verb
sggk,General Word,[,PUNCTUATION
sggk,General Word,975,ENTITY_num
sggk,General Word,–,PUNCTUATION
sggk,General Word,1019,ENTITY_num
sggk,General Word,],PUNCTUATION
sggk,General Word,Much,QUANTIFIER
sggk,Noun,merriment,ENTITY_nouny
sggk,General Word,was,AUX
sggk,Verb,made,ACTION_verb
sggk,General Word,there,LOCATION
sggk,General Word,that,FUNC_determiner
sggk,General Word,day,TIME_day
sggk,General Word,and,FUNC_conjunction
sggk,General Word,the second,ENTITY_DetPhrase
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,General Word,the third,MODIFIER
sggk,General Word,",",PUNCTUATION
sggk,General Word,just,MODIFIER
sggk,General Word,as,FUNC_inner
sggk,Noun,hectic,ENTITY_nouny
sggk,General Word,",",PUNCTUATION
sggk,Verb,hastened,ACTION_verb
sggk,General Word,in,RANGE_locality
sggk,General Word,afterwards,FUNC_inner
sggk,General Word,–,PUNCTUATION
sggk,General Word,the,FUNC_determiner
sggk,Noun,joy,ENTITY_noun
sggk,General Word,of,FUNC_inner
sggk,General Word,St John's,ENTITY_possessive
sggk,General Word,day,TIME_day
sggk,General Word,was,AUX
sggk,General Word,excellent,MODIFIER
sggk,General Word,to,FUNC_inner
sggk,Verb,hear,ACTION_verb
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,Noun,people,ENTITY_noun
sggk,General Word,there,LOCATION
sggk,Verb,intended,ACTION_verb
sggk,General Word,that,FUNC_determiner
sggk,Pronoun,it,ENTITY_pronoun
sggk,General Word,was,AUX
sggk,General Word,the,FUNC_determiner
sggk,Noun,last,ENTITY_noun
sggk,General Word,of,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,Noun,holiday,ENTITY_nouny
sggk,General Word, ,PUNCTUATION
sggk,General Word,.,PUNCTUATION
sggk,General Word, ,PUNCTUATION
sggk,General Word,Those,FUNC_determiner
sggk,General Word,who,CLAUSE_WhoQ
sggk,General Word,were,AUX
sggk,General Word,guests,ENTITY_oov
sggk,General Word,there,LOCATION
sggk,General Word,were,AUX
sggk,General Word,due to,FUNC_inter
sggk,Verb,go in,VerbP
sggk,General Word,the,FUNC_determiner
sggk,General Word,grey,MODIFIER
sggk,General Word,morning,TIME_justtime
sggk,General Word,;,PUNCTUATION
sggk,General Word,therefore,FUNC_inter
sggk,Pronoun,they,ENTITY_pronoun
sggk,Verb,stayed up,VerbP
sggk,General Word,amazingly late,ModifierP
sggk,General Word,",",PUNCTUATION
sggk,Verb,drank,ACTION_verb
sggk,General Word,wine,ENTITY_oov
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,General Word,incessantly,MODIFIER
sggk,Verb,danced,ACTION_verb
sggk,General Word,their,ENTITY_possessive
sggk,Noun,favourite,ENTITY_nouny
sggk,Noun,ring-dances,ENTITY_noun
sggk,General Word,.,PUNCTUATION
sggk,General Word,At,FUNC_inner
sggk,General Word,last,MODIFIER
sggk,General Word,",",PUNCTUATION
sggk,General Word,when,CLAUSE_WhenQ
sggk,Pronoun,it,ENTITY_pronoun
sggk,General Word,was,AUX
sggk,General Word,late,MODIFIER
sggk,General Word,",",PUNCTUATION
sggk,Pronoun,they,ENTITY_pronoun
sggk,Verb,take,ACTION_verb
sggk,General Word,their,ENTITY_possessive
sggk,Noun,leave,ENTITY_nouny
sggk,General Word,",",PUNCTUATION
sggk,General Word,each,QUANTIFIER
sggk,General Word,one,ENTITY_num
sggk,General Word,who,CLAUSE_WhoQ
sggk,General Word,was,AUX
sggk,General Word,a,FUNC_determiner
sggk,Noun,visitor,ENTITY_nouny
sggk,General Word,to,FUNC_inner
sggk,Verb,go on,VerbP
sggk,General Word,his,ENTITY_possessive
sggk,Noun,way,ENTITY_nouny
sggk,General Word, ,PUNCTUATION
sggk,General Word,.,PUNCTUATION
sggk,General Word, ,PUNCTUATION
sggk,Person,Gawain,ENTITY_person
sggk,Verb,said,ACTION_verb
sggk,Noun,goodbye,ENTITY_noun
sggk,General Word,to,FUNC_inner
sggk,Pronoun,him,ENTITY_pronoun
sggk,General Word,[,PUNCTUATION
sggk,General Word,i.e.,FUNC_inter
sggk,General Word,the,FUNC_determiner
sggk,Noun,host,ENTITY_noun
sggk,General Word,],PUNCTUATION
sggk,General Word,;,PUNCTUATION
sggk,General Word,the,FUNC_determiner
sggk,Noun,host,ENTITY_noun
sggk,Verb,seizes,ACTION_verb
sggk,Pronoun,him,ENTITY_pronoun
sggk,General Word,",",PUNCTUATION
sggk,General Word,leads,ENTITY_oov
sggk,Pronoun,him,ENTITY_pronoun
sggk,General Word,to,FUNC_inner
sggk,General Word,his own,MODIFIER
sggk,General Word,private,MODIFIER
sggk,Noun,room,ENTITY_nouny
sggk,General Word,",",PUNCTUATION
sggk,General Word,beside,RANGE_locality
sggk,General Word,the,FUNC_determiner
sggk,Noun,fireplace,ENTITY_nouny
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,General Word,there,LOCATION
sggk,Pronoun,he,ENTITY_pronoun
sggk,Verb,holds,ACTION_verb
sggk,Pronoun,him,ENTITY_pronoun
sggk,Verb,back,ACTION_verb
sggk,General Word,and,FUNC_conjunction
sggk,General Word,heartily,MODIFIER
sggk,Verb,thanks,ACTION_verb
sggk,Pronoun,him,ENTITY_pronoun
sggk,General Word,for,FUNC_inner
sggk,Pronoun,the,ENTITY_pronoun
sggk,General Word,delightful,MODIFIER
sggk,Noun,honour,ENTITY_nouny
sggk,Pronoun,that,ENTITY_pronoun
sggk,Pronoun,he,ENTITY_pronoun
sggk,General Word,had,ASPECT
sggk,Verb,brought,ACTION_verb
sggk,Pronoun,him,ENTITY_pronoun
sggk,General Word,",",PUNCTUATION
sggk,General Word,to,FUNC_inner
sggk,Verb,honour,ACTION_verb
sggk,General Word,his,ENTITY_possessive
sggk,Noun,house,ENTITY_noun
sggk,General Word,in,RANGE_locality
sggk,General Word,that,FUNC_determiner
sggk,General Word,festive,MODIFIER
sggk,General Word,season,TIME_season
sggk,General Word,and,FUNC_conjunction
sggk,Verb,grace,ACTION_verb
sggk,General Word,his,ENTITY_possessive
sggk,Noun,castle,ENTITY_noun
sggk,General Word,with,FUNC_inner
sggk,General Word,his,ENTITY_possessive
sggk,General Word,gracious,MODIFIER
sggk,Noun,demeanour,ENTITY_nouny
sggk,General Word,.,PUNCTUATION
sggk,General Word,',PUNCTUATION
sggk,General Word,Indeed,MODIFIER
sggk,General Word,",",PUNCTUATION
sggk,General Word,sir,ENTITY_oov
sggk,General Word,",",PUNCTUATION
sggk,Pronoun,it,ENTITY_pronoun
sggk,Verb,will,MODAL
sggk,General Word,be,AUX
sggk,General Word,the,FUNC_determiner
sggk,Noun,better,ENTITY_noun
sggk,General Word,for,FUNC_inner
sggk,Pronoun,me,ENTITY_pronoun
sggk,General Word,as long as,FUNC_inter
sggk,Pronoun,I,ENTITY_pronoun
sggk,Verb,live,ACTION_verb
sggk,General Word,that,FUNC_determiner
sggk,Noun,Gawain,ENTITY_nouny
sggk,General Word,has,ASPECT
sggk,General Word,been,AUX
sggk,General Word,my,ENTITY_possessive
sggk,Noun,guest,ENTITY_noun
sggk,General Word,at,FUNC_inner
sggk,General Word,God's own,MODIFIER
sggk,Noun,festival,ENTITY_nouny
sggk,General Word,.,PUNCTUATION
sggk,General Word,',PUNCTUATION
